,emotion,sentence,sentiment_id,cleaned_sentence
8442,neutral,"No, just a Friday night.",2,"no, just a friday night."
8443,anger,Would she?  You ate my candy bar!,0,would she?  you ate my candy bar!
8444,disgust,"Oh God, I hate my job, I hate it, I hate my job, I hate it.",0,"oh god, i hate my job, i hate it, i hate my job, i hate it."
8445,sadness,"I know honey, Im sorry.",0,"i know honey, im sorry."
8446,sadness,"Oh, I wanna quit, but then I think I should stick it out, then I think why would such a person stay in such a demeaning job, just because its remotely related to the field theyre interested in.",0,"oh, i wanna quit, but then i think i should stick it out, then i think why would such a person stay in such a demeaning job, just because its remotely related to the field theyre interested in."
8448,sadness,"Oh honey, come on, Im sorry, I didnt....",0,"oh honey, come on, im sorry, i didnt...."
8449,disgust,"I dont mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom.",0,"i dont mind paying my dues, y'know, its just how much am i gonna learn about fashion by walking mira, the arthritic seamstress, to the bathroom."
8450,anger,Hi! Is my misery amusing to you?,0,hi! is my misery amusing to you?
8451,fear,"Im sorry, I wa, I wa, I was just ah....",0,"im sorry, i wa, i wa, i was just ah...."
8452,anger,"Its not funny, this is actually my job.",0,"its not funny, this is actually my job."
8453,neutral,"Oh believe me, I-I-Ive been there. I had to sort mannequin heads at that Mannequins Plus.",2,"oh believe me, i-i-ive been there. i had to sort mannequin heads at that mannequins plus."
8456,neutral,"Ah, just one other thing.",2,"ah, just one other thing."
8457,neutral,"I ah, I work at",2,"i ah, i work at"
8458,neutral,Do you want my pickle?,2,do you want my pickle?
8459,neutral,Do you think they have yesterday's daily news?,2,do you think they have yesterday's daily news?
8460,neutral,"Just wanna check my horoscope, see if it was right.",2,"just wanna check my horoscope, see if it was right."
8462,joy,"Where?  Ooh, come to Momma.",1,"where?  ooh, come to momma."
8464,joy,We should do something. Whistle.,1,we should do something. whistle.
8466,joy,Do it do it do it!,1,do it do it do it!
8467,surprise,I can't believe you did that!,1,i can't believe you did that!
8468,neutral,"Hi! Umm, Im Monica Geller, Im the chef at Alessandros.",2,"hi! umm, im monica geller, im the chef at alessandros."
8471,anger,"Either eat it, or be in it.",0,"either eat it, or be in it."
8473,disgust,"Im torn, between my integrity and my desire to avoid a beating. But I must be honest, your soap is abysmal.",0,"im torn, between my integrity and my desire to avoid a beating. but i must be honest, your soap is abysmal."
8475,neutral,"Welcome to introduction to cooking. Now, before we start, can anyone tell me the difference between a hollandaise sauce and a bearnaise sauce?",2,"welcome to introduction to cooking. now, before we start, can anyone tell me the difference between a hollandaise sauce and a bearnaise sauce?"
8476,neutral,"Well umm, they both have a egg yolk and butter base, but a bearnaise has shallots, shirvel, and most importantly tarragon.",2,"well umm, they both have a egg yolk and butter base, but a bearnaise has shallots, shirvel, and most importantly tarragon."
8477,neutral,"Thats very good, whats your name?",2,"thats very good, whats your name?"
8478,neutral,"Monica, you go to the head of the class.",2,"monica, you go to the head of the class."
8479,neutral,"And there's a country called Argentinaaaa,    it's a place I've never seeeeen.",2,"and there's a country called argentinaaaa,    it's a place i've never seeeeen."
8480,neutral,But I'm told for fifty pesos you can buy a    human spleen.,2,but i'm told for fifty pesos you can buy a    human spleen.
8481,surprise,What are you doing here!,1,what are you doing here!
8482,joy,"Well, you said that you had customers lined up in the street,    so I am here to entertain!",1,"well, you said that you had customers lined up in the street,    so i am here to entertain!"
8483,joy,"It really has been great too, you know, some of this people    must have seen me play before because they were requesting a bunch of my songs!",1,"it really has been great too, you know, some of this people    must have seen me play before because they were requesting a bunch of my songs!"
8485,neutral,"You know how much I love listening to your music, you know,    but...",2,"you know how much i love listening to your music, you know,    but..."
8486,neutral,This is kind of a classy place.,2,this is kind of a classy place.
8488,neutral,"Well, I've brought some books. We could read.",2,"well, i've brought some books. we could read."
8491,neutral,"I'm sorry sir, these are for the pharmaceutical convention",2,"i'm sorry sir, these are for the pharmaceutical convention"
8492,neutral,"Hey Rach, do you feel like going to a convention?",2,"hey rach, do you feel like going to a convention?"
8494,neutral,"I know we're not, but  Frank Medeio and...  Eva Trorro... womba...",2,"i know we're not, but  frank medeio and...  eva trorro... womba..."
8496,neutral,In that case should I make sure it's on real good?,2,in that case should i make sure it's on real good?
8497,sadness,"We heard about your pants, I'm so sorry.",0,"we heard about your pants, i'm so sorry."
8499,disgust,"But, it's only the second day and I'm a loser with stupid leather pants that don't even fit!",0,"but, it's only the second day and i'm a loser with stupid leather pants that don't even fit!"
8500,sadness,"No. No, you're not a loser.",0,"no. no, you're not a loser."
8501,joy,"Hey, hey, look. Look Ross, Ben drew a picture of you!  Huh? You're-you're a cowboy!",1,"hey, hey, look. look ross, ben drew a picture of you!  huh? you're-you're a cowboy!"
8503,joy,"See? Ben doesn't think you're a loser, he thinks you're a cowboy! Now that's something.",1,"see? ben doesn't think you're a loser, he thinks you're a cowboy! now that's something."
8504,joy,That really is something; that's really cool.,1,that really is something; that's really cool.
8505,joy,Maybe I should get another pair!,1,maybe i should get another pair!
8506,joy,"Ooh, y'know, they-they had some with fringe all down the sides.",1,"ooh, y'know, they-they had some with fringe all down the sides."
8507,joy,I'm gonna go kiss Ben goodnight.,1,i'm gonna go kiss ben goodnight.
8509,joy,I would make a good cowboy.,1,i would make a good cowboy.
8510,neutral,"Okay, now that everything's wrapped up here, I think I'm, I'm gonna go do my laundry.",2,"okay, now that everything's wrapped up here, i think i'm, i'm gonna go do my laundry."
8511,neutral,"Oh yeah, me too. Y'know if this shirt is dirty.  Yep.",2,"oh yeah, me too. y'know if this shirt is dirty.  yep."
8514,neutral,"So, lets talk about women. Im sure our female readers will be interested to know about your romantic life.",2,"so, lets talk about women. im sure our female readers will be interested to know about your romantic life."
8515,neutral,"Oh-oh-oh-oh, how I do it is, I look a woman up and down and say, ""Hey, how you doin?""",2,"oh-oh-oh-oh, how i do it is, i look a woman up and down and say, ""hey, how you doin?"""
8516,neutral,"No, no, to test his neck strength.",2,"no, no, to test his neck strength."
8519,neutral,"Ok, ok, I'll throw away the traps.",2,"ok, ok, i'll throw away the traps."
8520,neutral,"I'll find Bob, I'll get him.",2,"i'll find bob, i'll get him."
8522,surprise,Oh - Oh my god!,1,oh - oh my god!
8524,neutral,"I don't know, I kinda like Bob for a girl.",2,"i don't know, i kinda like bob for a girl."
8525,neutral,"I don't know, I mean I'm not sure  ...",2,"i don't know, i mean i'm not sure  ..."
8527,neutral,"Maybe it wasn't Bob, maybe it was a mouse.",2,"maybe it wasn't bob, maybe it was a mouse."
8528,neutral,"Joey, Ross is gonna be here any second, would you mind watching Ben for me while I use the ladies' room?",2,"joey, ross is gonna be here any second, would you mind watching ben for me while i use the ladies' room?"
8529,sadness,"Hi Ben! So you wanna be an actor huh? I gotta tell ya, it's no picnic. There's tons of rejection.",0,"hi ben! so you wanna be an actor huh? i gotta tell ya, it's no picnic. there's tons of rejection."
8530,surprise,What one? You wanted him to invite you to the party and he did it!,1,what one? you wanted him to invite you to the party and he did it!
8531,anger,"Yeah, but he waited until the last minute!",0,"yeah, but he waited until the last minute!"
8532,anger,"So if I said yes, he would know I had nothing better to do than wait around for an invitation to his stupid party.",0,"so if i said yes, he would know i had nothing better to do than wait around for an invitation to his stupid party."
8535,surprise,"Oh, hey Rach! I thought we said seven?",1,"oh, hey rach! i thought we said seven?"
8536,neutral,"Yeah uh, y'know what uh, let's skip it.",2,"yeah uh, y'know what uh, let's skip it."
8537,neutral,"Umm, you-you and your sister seem to have umm, a very special bond, and",2,"umm, you-you and your sister seem to have umm, a very special bond, and"
8538,neutral,"Well, okay, look. I don't know, listen, I don't know what's going on here but let's",2,"well, okay, look. i don't know, listen, i don't know what's going on here but let's"
8539,neutral,"Do-do you, do you have brothers?",2,"do-do you, do you have brothers?"
8540,neutral,"No, I have two sisters. But one of them has a very masculine energy.",2,"no, i have two sisters. but one of them has a very masculine energy."
8541,neutral,Are you close with them?,2,are you close with them?
8542,neutral,"No-no, they're not very nice people.",2,"no-no, they're not very nice people."
8543,neutral,"Okay, listen, I really like you.",2,"okay, listen, i really like you."
8544,neutral,I think this can go somewhere.,2,i think this can go somewhere.
